City,ID Code,Latitude,Temperature,Humidity,Cloudiness,Wind
Puerto Escondido,3520994,15.86,77.0,88,90,5.82
Salinopolis,3389822,-0.61,81.71,79,24,16.06
Bijie,1816373,27.3,64.97,96,100,2.71
Praia da Vitoria,3372760,38.73,71.01,88,20,10.25
Taltal,3870243,-25.41,47.33,89,69,2.86
Luderitz,3355672,-26.65,54.89,89,0,8.25
Belmonte,8010472,40.36,82.0,86,0,1.07
Buta,217570,2.79,69.83,98,100,0.83
Beyla,2423126,8.69,69.01,98,99,6.33
Faya,110690,18.39,69.8,59,0,3.18
Turangi,2180737,-39.0,55.0,60,2,3.0
Buala,2109528,-8.15,82.43,77,92,8.43
Asind,1278278,25.73,84.77,71,43,8.77
Tacoronte,2510725,28.48,72.0,93,90,24.16
Richards Bay,962367,-28.77,65.15,40,0,8.99
Gore,335943,8.15,52.91,99,99,2.37
Coihueco,3894406,-36.63,42.8,93,0,9.17
Hamilton,5969785,43.26,73.0,93,90,12.17
Honiara,2108502,-9.43,86.0,70,75,4.7
Saint Anthony,5606187,43.97,95.0,12,1,4.7
Char Bhadrasan,1207047,23.32,84.2,79,75,10.29
Mandalgovi,2030065,45.76,58.67,77,70,11.99
