City,ID Code,Latitude,Temperature,Humidity,Cloudiness,Wind
Konya,306571,37.87,81.0,30,20,13.87
Fjerritslev,2622139,57.08,77.0,72,0,14.0
Carbonia,2525362,39.17,93.2,55,0,12.75
Hofn,2630299,64.25,41.49,96,100,2.39
Soyo,2236967,-6.13,80.6,65,20,11.41
Bonfim,3379316,3.36,87.39,55,1,8.7
Uyo,2319480,5.03,79.11,83,100,10.18
Port Keats,2063039,-14.25,69.21,35,0,7.9
Oussouye,2246901,12.49,89.6,59,20,6.93
Uri,1253694,34.09,62.91,95,34,0.94
Narwar,1261736,25.64,93.69,44,100,6.22
Shizunai,2128025,42.33,62.73,88,100,18.41
Longmont,5579276,40.17,69.01,68,1,1.59
Lubango,3347762,-14.92,89.55,16,0,9.69
Carlagan,1718367,14.97,80.55,78,38,2.13
Ossora,2122389,59.24,37.89,90,42,3.87
Mikkeli,646006,61.69,75.99,38,0,1.12
Calama,3897347,-22.46,57.0,17,0,17.22
Namibe,3347019,-15.19,66.2,77,20,16.11
Yarensk,468983,62.17,67.95,64,53,4.9
Shwebo,1296736,22.57,78.57,89,100,9.24
Mazamari,3935102,-11.33,48.15,66,100,5.7
Puerto Carreno,3671519,6.19,77.0,94,75,5.41
Luanda,2240449,-8.83,75.2,78,75,5.82
Winneba,2294034,5.35,82.4,74,75,14.99
Narrabri,2155742,-30.33,51.8,34,0,8.05
Berezovyy,2026786,51.67,49.59,95,100,4.0
Bartica,3379507,6.41,80.6,88,75,2.24
Panaba,3521972,21.28,85.95,60,96,2.59
Djambala,2260401,-2.55,86.67,35,45,3.06
Oksfjord,778362,70.24,71.6,72,0,3.36
Maputo,1040652,-25.97,86.0,17,0,16.11
Mawlaik,1310120,23.63,71.91,98,100,1.14
Huambo,3348313,-12.78,78.8,24,1,4.7
Ewo,2260009,-0.88,87.75,39,56,5.93
Valparaiso,4927537,41.47,75.0,77,1,10.29
Cap Malheureux,934649,-19.98,71.6,78,75,16.11
Skibbereen,2961459,51.55,64.4,82,75,12.75
Middletown,4838633,41.56,66.99,88,90,8.05
Ambilobe,1082243,-13.19,72.27,67,3,1.77
Green River,5826559,41.53,68.0,51,1,3.36
Wageningen,2745088,51.98,96.01,33,0,5.82
Touros,3386213,-5.2,82.4,65,40,9.17
Blagoveshchensk,2026609,50.29,64.4,88,75,6.71
Teregova,665235,45.15,79.11,58,10,12.95
Bonthe,2409914,7.53,73.89,95,100,16.46
Valdivia,3868707,-39.81,35.6,100,90,2.24
Chake Chake,160677,-5.25,76.95,63,18,22.84
Porangatu,3453014,-13.44,87.39,32,0,8.5
Kunming,1804651,25.04,73.0,100,90,8.95
Khonsa,1266668,26.99,69.93,95,100,2.46
Lypnyazhka,703017,48.45,75.15,48,67,9.84
Kaeo,2189343,-35.1,48.99,100,20,6.13
Tuatapere,2180815,-46.13,41.0,97,0,1.99
Oistins,3373652,13.07,86.0,74,40,17.22
Haflong,1270543,25.18,74.97,96,100,3.4
Magdagachi,2020591,53.45,49.95,97,100,7.25
Nacogdoches,4713735,31.6,75.2,78,90,12.75
Waingapu,1622318,-9.65,66.15,89,58,7.52
Havoysund,779622,71.0,68.0,64,20,5.82
Pinega,509483,64.7,61.47,84,91,4.99
Pflugerville,4718711,30.44,82.99,61,20,13.87
Eydhafushi,1337606,5.1,83.43,75,100,11.41
Sogne,3137971,58.08,77.0,73,20,9.17
Hurup,2619624,56.75,78.8,61,0,11.41
Shingu,1847947,33.72,68.85,94,96,3.0
Kalmunai,1242110,7.42,79.65,73,100,2.19
Halifax,6324729,44.65,66.99,93,90,10.29
Nadvoitsy,523662,63.89,51.21,89,100,2.93
Monkey Bay,926308,-14.08,69.03,40,0,1.19
